Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Toxify_upgraded,Inflict [poison]poison equal to|the difference between dice,1,var a = actualdice[0].basevalue; var b = actualdice[1].basevalue; if(a < b){ inflict(POISON[;]b-a); }else{ inflict(POISON[;]a-b); }; sfx(~_poison~);,Goop Gun,NORMAL|NORMAL,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Toxify_downgraded,Inflict [poison]poison equal to|the difference between dice,1,var a = actualdice[0].basevalue; var b = actualdice[1].basevalue; if(a < b){ inflict(POISON[;]b-a); }else{ inflict(POISON[;]a-b); }; sfx(~_poison~);,Goop Gun,MAX3|MAX3,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Loaded Dice,Spend [shield]2 shield|Roll a 6,1,sfx(~useitem~); if(getstatusself(SHIELD) > 1){ removestatusself(SHIELD[;]2); givedice(6); bonus(700 - d*100); }else{ givedice(d); bonus(-1000); }; sfx(~_shield~);,Magic Dice,NORMAL,,ORANGE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Loaded Dice_upgraded,Spend [shield]2 shield[;] roll a 6|,1,sfx(~useitem~); if(getstatusself(SHIELD) > 1){ removestatusself(SHIELD[;]2); givedice(6); bonus(700 - d*100); }else{ givedice(d); bonus(-1000); }; sfx(~_shield~);,Magic Dice,NORMAL,,ORANGE,,,,,2,YES,NO,,,,,,,,,,,,,
Loaded Dice_downgraded,Spend [shield]2 shield|Roll a 6,1,sfx(~useitem~); if(getstatusself(SHIELD) > 1){ removestatusself(SHIELD[;]2); givedice(6); bonus(700 - d*100); }else{ givedice(d); bonus(-1000); }; sfx(~_shield~);,Magic Dice,MIN4,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Poisonous Apple,Restore [heal]<double> health|Receive [poison]<d6> poison,1,sfx(~_heal~); attackself(-d*2); inflictself(POISON[;]d); sfx(~_drain~);,Regenerate,MAX4,,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Poisonous Apple_upgraded,Restore [heal]<double> health|Receive [poison]<d6> poison,1,sfx(~_heal~); attackself(-d*2); inflictself(POISON[;]d); sfx(~_drain~);,Regenerate,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Poisonous Apple_downgraded,Restore [heal]<d6> health|Receive [poison]<d6> poison,1,sfx(~_heal~); attackself(-d); inflictself(POISON[;]d); sfx(~curse~);,Regenerate,MAX4,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Origami,Split total evenly into 3|If you can't[;] get nothing!,1,if(d%3 == 0){ givedice([d/3[;]d/3[;]d/3]); }else{ sfx(~curse~); };,Magic Lockpick,NORMAL|NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Origami_upgraded,Split total evenly into 4|If you can't[;] return the dice,1,if(d%4 == 0){ givedice([d/4[;]d/4[;]d/4[;]d/4]); }else{ givedice(actualdice[0].basevalue[;]actualdice[1].basevalue); sfx(~curse~); };,Magic Lockpick,NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Origami_downgraded,Split total evenly into 3|If you can't[;] get nothing!,1,if(d%3 == 0){ givedice([d/3[;]d/3[;]d/3]); }else{ sfx(~curse~); };,Magic Lockpick,EVEN|ODD,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Natural Charm,Roll two dice that|add up to 7,1,givedice(rand([[1[;]6][;][2[;]5][;][3[;]4][;][4[;]3][;][5[;]2][;][6[;]1]])); ,Magic Dice,COUNTDOWN,7,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Natural Charm_upgraded,Roll two dice that|add up to 7|[gray](2 uses this turn),1,givedice(rand([[1[;]6][;][2[;]5][;][3[;]4][;][4[;]3][;][5[;]2][;][6[;]1]]));,Magic Dice,COUNTDOWN,7,GREEN,,,,,2,YES,NO,,,,,,,,,,,,,
Natural Charm_downgraded,Roll a new dice,1,givedice();,Magic Dice,COUNTDOWN,7,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Unnatural Charm,Roll some dice that|add up to 7,1,var v = 0; var da = []; while(v < 7){ var r = rand([1[;]2[;]3[;]4[;]5[;]6]); if(v + r >= 7){ da.push(7-v); v = 7; }else{ da.push(r);v = v + r; }; }; givedice(da);,Magic Dice,NORMAL|NORMAL,7,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Unnatural Charm_upgraded,Roll some dice that|add up to 7,1,var v = 0; var da = []; while(v < 7){ var r = rand([1[;]2[;]3[;]4[;]5[;]6]); if(v + r >= 7){ da.push(7-v); v = 7; }else{ da.push(r);v = v + r; }; }; givedice(da);,Magic Dice,NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Unnatural Charm_downgraded,Roll a random dice,1,givedice(); sfx(~useitem~);,Magic Dice,NORMAL|NORMAL,7,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Stun Blast,Deal [shock]2 damage[;] burn [fire]1|dice[;] stun [stun]1 equipment,1,attack(2[;]SHOCK); sfx(~_fire~); inflict(~mf_stun~); inflict(FIRE[;]1); sfx(~_shock~);,Zap Shrine,COUNTDOWN,10,YELLOW,change_power,change_power,stun,,0,NO,NO,,1,,,,,,,,,,,
Stun Blast_upgraded,Deal [shock]4 damage[;] burn [fire]2|dice[;] stun [stun]1 equipment,1,attack(4[;]SHOCK); sfx(~_fire~); inflict(~mf_stun~); inflict(FIRE[;]2); sfx(~_shock~);,Zap Shrine,COUNTDOWN,10,YELLOW,,,,,0,NO,NO,,,,,,,,,,,,,
Stun Blast_downgraded,Deal [shock]2 damage[;]|burn [fire]1 dice,1,attack(2|SHOCK); sfxdamage(target[;]2); inflict(FIRE); sfx(~_fire~);,Zap Shrine,COUNTDOWN,10,YELLOW,,,,none,0,NO,NO,,,,,,,,,,,,,
Stun Blast?,Deal [shock]2 damage[;] burn [fire]1|dice[;] stun [stun]1 dice,1,attack(2[;]SHOCK); sfx(~_fire~); inflict(~mf_stun~); inflict(FIRE[;]1); sfx(~_shock~);,Zap Shrine,COUNTDOWN,10,YELLOW,change_power,change_power,,,0,NO,NO,alternateversion,1,,,,,,,,,,,
Stun Blast?_upgraded,Deal [shock]4 damage[;] burn [fire]2|dice[;] stun [stun]1 dice,1,attack(4[;]SHOCK); sfx(~_fire~); inflict(~mf_stun~); inflict(FIRE[;]2); sfx(~_shock~);,Zap Shrine,COUNTDOWN,10,YELLOW,,,,,0,NO,NO,alternateversion,,,,,,,,,,,,
Stun Blast?_downgraded,Deal [shock]2 damage[;]|burn [fire]1 dice,1,attack(2|SHOCK); sfxdamage(target[;]2); inflict(FIRE); sfx(~_fire~);,Zap Shrine,COUNTDOWN,10,YELLOW,,,,none,0,NO,NO,alternateversion,,,,,,,,,,,,
Pliers,Combine dice|[gray](Reusable),1,givedice(d);,Battle Wrench,REQUIRE1|MAX5,,GREEN,change_power,change_power,,,-1,YES,NO,,,,,,,,,,,,,
Pliers_upgraded,Combine dice|[gray](Reusable),1,givedice(d);,Battle Wrench,MAX2|MAX5,,GREEN,,,,,-1,YES,NO,,,,,,,,,,,,,
Pliers_downgraded,Combine dice,1,givedice(d);,Battle Wrench,REQUIRE1|MAX5,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Ekans Charm,Roll two dice|that add up to 6,1,givedice(rand([[1[;]5][;][2[;]4][;][3[;]3][;][4[;]2][;][5[;]1]]));,Magic Dice,REQUIRE1|REQUIRE1,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Ekans Charm_upgraded,Roll some dice|that add up to 6,1,var v = 0; var da = []; while(v < 6){ var r = rand([1[;]2[;]3[;]4[;]5[;]6]); if(v + r >= 6){ da.push(6-v); v = 6; }else{ da.push(r); v = v + r; }; }; givedice(da);,Magic Dice,REQUIRE1|REQUIRE1,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Ekans Charm_downgraded,Roll two dice|that add up to 3,1,givedice([1[;]2]);,Magic Dice,REQUIRE1|REQUIRE1,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Iron Fist,Deal [sword]<d6> damage|Gain [shield]<d6> shield,2,sfx(~_shield~); attack(d[;]SHIELD); inflictself(SHIELD[;]d); sfxdamage(target[;]d);,Barricade,MAX3,,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,inflictself(SHIELD|d); sfx(~_shield~);
Iron Fist_upgraded,Deal [sword]<d6> damage|Gain [shield]<d6> shield,2,sfx(~_shield~); attack(d|SHIELD); inflictself(SHIELD[;]d); sfxdamage(target[;]d);,Barricade,MAX3|FREE1,,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,inflictself(SHIELD|d); sfx(~_shield~);
Iron Fist_downgraded,Deal [sword]<d6> damage,2,attack(d); sfxdamage(target[;]d);,Barricade,MAX3,,ORANGE,,,,none,0,NO,NO,,,,,,,,,,,,,
Dodge Roll,Reroll dice[;] always get|a different number,1,var x = d; while(x == d){ x = rand([1[;]2[;]3[;]4[;]5[;]6]); }; givedice(x);,Magic Dice,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Dodge Roll_upgraded,Reroll dice[;] get new value|[gray](2 uses this turn),1,var x = d; while(x == d){ x = rand([1[;]2[;]3[;]4[;]5[;]6]); }; givedice(x);,Magic Dice,NORMAL,,GREEN,,,,,2,YES,NO,,,,,,,,,,,,,
Dodge Roll_downgraded,Reroll dice,1,givedice();,Magic Dice,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Recharge,Drain [heart]6 health,2,drain(6); sfx(~_drain~);,Life Leech,COUNTDOWN,15,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Recharge_upgraded,Drain [heart]6 health|[gray](Reusable),2,drain(6); sfx(~_drain~);,Life Leech,COUNTDOWN,15,RED,,,,,-1,NO,NO,,,,,,,,,,,,,
Recharge_downgraded,Drain [heart]3 health,2,drain(3); sfx(~_drain~);,Life Leech,COUNTDOWN,15,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Shotgun,Deal [sword]<d6> damage|[gray](2 uses this turn),1,attack(d); sfxdamage(target[;]d);,Pea Gun,MAX4|MAX4,,RED,change_power,change_power,,none,2,NO,NO,,,,,,,,,,,,,
Shotgun_upgraded,Deal [sword]<d6> damage|[gray](2 uses this turn),1,attack(d); sfxdamage(target[;]d);,Pea Gun,MAX5|MAX5,,RED,,,,none,2,NO,NO,,,,,,,,,,,,,
Shotgun_downgraded,Deal [sword]<d6> damage,1,attack(d); sfxdamage(target[;]d);,Pea Gun,MAX4|MAX4,,RED,,,,none,0,NO,NO,,,,,,,,,,,,,
Regen,Heal [heal]1 health at the end|of your turn[;] for [regen]<d6> turns,1,inflictself(~regen~+d); sfx(~_cure~);,Regenerate,MAX4,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Regen_upgraded,Heal [heal]1 health at the end|of your turn[;] for [regen]<d6> turns,1,inflictself(~regen~+d); sfx(~_cure~);,Regenerate,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Regen_downgraded,Heal [heal]1 health at the end|of your turn[;] for [regen]<d6> turns,1,inflictself(~regen~+d); sfx(~_cure~);,Regenerate,MAX2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Decay,Inflict [weaken]1 weaken[;] [ice]1|freeze and [poison]2 poison,1,inflict(ICE[;]1); inflict(WEAKEN[;]1); inflict(POISON[;]2); sfx(~_ice~); sfx(~_weaken~);,Burrower,COUNTDOWN,12,ORANGE,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Decay_upgraded,Inflict [weaken]1 weaken[;] [ice]2|freeze and [poison]3 poison,1,inflict(ICE[;]2); inflict(WEAKEN[;]1); inflict(POISON[;]3); sfx(~_ice~); sfx(~_weaken~);,Burrower,COUNTDOWN,12,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Decay_downgraded,Inflict [weaken]1 weaken[;] [ice]1|freeze or [poison]2 poison,1,var f = rand([ICE[;]WEAKEN[;]POISON]); if(f == ICE){inflict(ICE); sfx(~_ice~);}else if(f == WEAKEN){inflict(WEAKEN); sfx(~_weaken~);}else{inflict(POISON|2); sfx(~_poison~);};,Burrower,COUNTDOWN,12,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Turtle,Restore [heal]2 health|Gain [shield]2 shield,1,attackself(-2); inflictself(SHIELD[;]2); sfx(~_heal~); sfx(~_shield~);,Regenerate,DOUBLES|DOUBLES,,ORANGE,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Turtle_upgraded,Restore [heal]3 health|Gain [shield]3 shield,1,attackself(-3); inflictself(SHIELD[;]3); sfx(~_heal~); sfx(~_shield~);,Regenerate,DOUBLES|DOUBLES,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Turtle_downgraded,Restore [heal]1 health|Gain [shield]1 shield,1,attackself(-1); inflictself(SHIELD[;]1); sfx(~_heal~); sfx(~_shield~);,Regenerate,DOUBLES|DOUBLES,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Power Through,Weaken [weaken]1 of your items[;]|then roll 2 more dice,1,inflictself(WEAKEN); self.applyequipmentcurses(); var amount = 2; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray);,Magic Dice,COUNTDOWN,3,ORANGE,change_power,change_power,weaken,,0,YES,NO,,,,,,,,,,,,,
Power Through_upgraded,Weaken [weaken]1 of your items[;]|then roll 3 more dice,1,inflictself(WEAKEN); self.applyequipmentcurses(); var amount = 3; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray);,Magic Dice,COUNTDOWN,3,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Power Through_downgraded,Weaken [weaken]1 of your items[;]|then roll 1 more dice,1,inflictself(WEAKEN); self.applyequipmentcurses(); var amount = 1; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray);,Magic Dice,COUNTDOWN,3,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Power Through?,Roll 2 more dice[;] get [weaken]1|weaken on the enemy turn,1,inflictself(~weakennextturn~); sfx(~_weaken~); var amount = 2; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray);,Magic Dice,COUNTDOWN,3,ORANGE,change_power,change_power,,,0,YES,NO,alternateversion,,,,,,,,,,,,
Power Through?_upgraded,Roll 3 more dice[;] get [weaken]1|weaken on the enemy turn,1,inflictself(~weakennextturn~); sfx(~_weaken~); var amount = 3; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray);,Magic Dice,COUNTDOWN,3,ORANGE,,,,,0,YES,NO,alternateversion,,,,,,,,,,,,
Power Through?_downgraded,Roll 1 more dice[;] get  [weaken]1|weaken on the enemy turn,1,inflictself(~weakennextturn~); sfx(~_weaken~); var amount = 1; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray);,Magic Dice,COUNTDOWN,3,ORANGE,,,,,0,YES,NO,alternateversion,,,,,,,,,,,,
Talons,[sword]<d6> dmg + [poison]1 poison|[gray](2 uses this turn),2,attack(d); inflict(POISON[;]1); sfx(~_poison~); sfxdamage(target[;]d);,Goop Gun,MAX3,,PURPLE,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Talons_upgraded,[sword]<d6> dmg + [poison]1 poison|[gray](3 uses this turn),2,attack(d); inflict(POISON[;]1); sfx(~_poison~); sfxdamage(target[;]d);,Goop Gun,MAX3,,PURPLE,,,,,3,NO,NO,,,,,,,,,,,,,
Talons_downgraded,Deal [sword]<d6> damage|Inflict [poison]1 poison,2,attack(d); inflict(POISON[;]1); sfx(~_poison~); sfxdamage(target[;]d);,Goop Gun,MAX3,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Heckle,[curse] Curse enemy,2,inflict(CURSE); sfx(~_curse~);,Dramatic Pause,MAX3|MAX3,,PURPLE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Heckle_upgraded,[curse] Curse enemy,2,inflict(CURSE); sfx(~_curse~);,Dramatic Pause,NORMAL|NORMAL,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Heckle_downgraded,[curse] Curse enemy,2,inflict(CURSE); sfx(~_curse~);,Dramatic Pause,REQUIRE2|REQUIRE2,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Flipper,Roll the dice onto its side,1,var x = [1[;]2[;]3[;]4[;]5[;]6]; x.remove(d); x.remove(7-d); givedice(rand(x));,Magic Dice,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Flipper_upgraded,Roll the dice onto its side|[gray](2 uses this turn),1,var x = [1[;]2[;]3[;]4[;]5[;]6]; x.remove(d); x.remove(7-d); givedice(rand(x));,Magic Dice,NORMAL,,GREEN,,,,,2,YES,NO,,,,,,,,,,,,,
Flipper_downgraded,Roll the dice onto its side,1,var x = [1[;]2[;]3[;]4[;]5[;]6]; x.remove(d); x.remove(7-d); givedice(rand(x));,Magic Dice,EVEN,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Metallicize,Lose [heart]<d6> health|Gain [shield]<double> shield,1,pierceattackself(d); inflictself(SHIELD[;]2*d); sfx(~_shield~[;]~~[;]0.4); sfx(~_drain~);,Barricade,MAX3,,ORANGE,change_power,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Metallicize_upgraded,Lose [heart]<d6> health|Gain [shield]<double> shield,1,pierceattackself(d); inflictself(SHIELD[;]2*d); sfx(~_shield~[;]~~[;]0.4); sfx(~_drain~);,Barricade,MAX3|FREE1,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Metallicize_downgraded,Lose [heart]<d6> health|Gain [shield]<d6> shield,1,pierceattackself(d); inflictself(SHIELD[;]d); sfx(~_shield~[;]~~[;]0.4); sfx(~_drain~);,Barricade,MAX3,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Snapshot,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,EVEN,,GREEN,change_requirements,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Snapshot_upgraded,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Snapshot_downgraded,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,REQUIRE4,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Photocopy,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,ODD,,GREEN,change_requirements,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Photocopy_upgraded,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Photocopy_downgraded,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,REQUIRE3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Forgery,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,MAX3,,GREEN,change_requirements,change_power,,,0,YES,NO,,1,,,,,,,,,,,
Forgery_upgraded,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Forgery_downgraded,Duplicate a dice,1,givedice([d[;]d]);,Magic Dice,REQUIRE2,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Electroplating,Gain [shield]1 shield|[gray](Reuseable),1,inflictself(SHIELD[;]1); sfx(~_shield~);,Barricade,COUNTDOWN,3,ORANGE,change_power,change_power,,,-1,YES,NO,,1,,,,,,,,,,,
Electroplating_upgraded,Add [shield]1[;] add [shield]2 if at max hp|[gray](Reuseable),1,if(self.hp == self.maxhp){ inflictself(SHIELD[;]2); }else{ inflictself(SHIELD[;]1); }; sfx(~_shield~);,Barricade,COUNTDOWN,3,ORANGE,,,,,-1,YES,NO,,,,,,,,,,,,,
Electroplating_downgraded,Gain [shield]1 shield,1,inflictself(SHIELD[;]1); sfx(~_shield~);,Barricade,COUNTDOWN,3,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Chain Mail,Reduce dmg taken by [reduce]1|[gray](Reusable),1,inflictself(REDUCE[;] 1); sfx(~_shield~);,Protection,REQUIRE3,,ORANGE,change_power,change_power,reduce,,-1,YES,NO,,,,,,,,,,,,,
Chain Mail_upgraded,Reduce dmg taken by [reduce]1|[gray](Reusable),1,inflictself(REDUCE[;] 1); sfx(~_shield~);,Protection,ODD,,ORANGE,,,,,-1,YES,NO,,,,,,,,,,,,,
Chain Mail_downgraded,Reduce dmg taken by [reduce]1,1,inflictself(REDUCE[;] 1); sfx(~_shield~);,Protection,REQUIRE3,,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Chain Mail?,Block [reduce]1 status effect|[gray](Reusable),1,inflictself(REDUCE[;] 1); sfx(~_shield~);,Protection,REQUIRE3,,ORANGE,change_power,change_power,,,-1,YES,NO,alternateversion,,,,,,,,,,,,
Chain Mail?_upgraded,Block [reduce]1 status effect|[gray](Reusable),1,inflictself(REDUCE[;] 1); sfx(~_shield~);,Protection,ODD,,ORANGE,,,,,-1,YES,NO,alternateversion,,,,,,,,,,,,
Chain Mail?_downgraded,Block [reduce]1 status effect|,1,inflictself(REDUCE[;] 1); sfx(~_shield~);,Protection,REQUIRE3,,ORANGE,,,,,0,YES,NO,alternateversion,,,,,,,,,,,,
Chain Whip,Deal [sword]4 damage|Reduce countdowns by 2,1,attack(4); boostcountdowns(2); sfxdamage(target[;]4);,Accelerate,COUNTDOWN,5,RED,change_power,change_power,,none,0,NO,NO,,,,,,,,,,,,,boostcountdowns(2);
Chain Whip_upgraded,Deal [sword]4 damage|Reduce countdowns by 4,1,attack(4); boostcountdowns(4); sfxdamage(target[;]4);,Accelerate,COUNTDOWN,5,RED,,,,none,0,NO,NO,,,,,,,,,,,,,boostcountdowns(4);
Chain Whip_downgraded,Deal [sword]2 damage|Reduce countdowns by 2,1,attack(2); boostcountdowns(2); sfxdamage(target[;]2);,Accelerate,COUNTDOWN,5,RED,,,,none,0,YES,NO,,,,,,,,,,,,,
Nudgeknife,Deal [sword]1 damage[;] get|new dice (value -1),1,attack(1); givedice(d-1); sfxdamage(target[;]1);,Magic Dice,MIN2,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,givedice(d-1);
Nudgeknife_upgraded,Deal [sword]3 damage[;] get|new dice (value -1),1,attack(3); givedice(d-1); sfxdamage(target[;]1);,Magic Dice,MIN2,,RED,,,,,0,NO,NO,,,,,,,,,,,,,givedice(d-1);
Nudgeknife_downgraded,Dice value -1,1,givedice(d-1);,Magic Dice,MIN2,,RED,,,,,0,NO,NO,,,,,,,,,,,,,givedice(d-1);
Rake Pick,Split dice into 2s,2,var a = []; var x = d; while(x > 0){ if(x == 1){a.push(1); x=0;}else{a.push(2); x-=2;}; }; givedice(a[;]~splitdice~);,Magic Lockpick,EVEN,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Rake Pick_upgraded,Split dice into 2s|[gray](2 uses this turn),2,var a = []; var x = d; while(x > 0){ if(x == 1){a.push(1); x=0;}else{a.push(2); x-=2;}; }; givedice(a[;]~splitdice~);,Magic Lockpick,EVEN,,GREEN,,,,,2,YES,NO,,,,,,,,,,,,,
Rake Pick_downgraded,Split dice into 2s,2,var a = []; var x = d; while(x > 0){ if(x == 1){a.push(1); x=0;}else{a.push(2); x-=2;}; }; givedice(a[;]~splitdice~);,Magic Lockpick,REQUIRE4,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Multiplicate,Multiply dice values,1,givedice(actualdice[0].basevalue * actualdice[1].basevalue);,Magic Lockpick,MAX3|MAX3,,BRIGHTCYAN,change_power,change_power,,,0,YES,NO,,2,,,,,,,,,,,
Multiplicate_upgraded,Multiply dice values,1,givedice(actualdice[0].basevalue * actualdice[1].basevalue);,Magic Lockpick,MAX4|MAX4,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
Multiplicate_downgraded,Multiply dice values,1,givedice(actualdice[0].basevalue * actualdice[1].basevalue);,Magic Lockpick,MAX2|MAX2,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
Oddfluff,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,ODD,,GRAY,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Oddfluff_upgraded,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,ODD,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Oddfluff_downgraded,Please go shout at Jack|This doesn't do anything wtf,2,attack(0); sfxdamage(target[;]1);,Silence[;] fool,ODD,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Evenfluff,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,EVEN,,GRAY,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Evenfluff_upgraded,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,EVEN,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Evenfluff_downgraded,Please go shout at Jack|This doesn't do anything wtf,2,attack(0); sfxdamage(target[;]1);,Silence[;] fool,EVEN,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Lowfluff,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,MAX3,,GRAY,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Lowfluff_upgraded,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,MAX3,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Lowfluff_downgraded,Please go shout at Jack|This doesn't do anything wtf,2,attack(0); sfxdamage(target[;]1);,Silence[;] fool,MAX3,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Highfluff,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,MIN4,,GRAY,change_power,change_power,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Highfluff_upgraded,If you find this in game[;]|please shout at Jackeea,2,attack(1); sfxdamage(target[;]1);,Silence[;] fool,MIN4,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Highfluff_downgraded,Please go shout at Jack|This doesn't do anything wtf,2,attack(0); sfxdamage(target[;]1);,Silence[;] fool,MIN4,,GRAY,,,,none,0,YES,NO,excludefromrandomlists,,,,,,,,,,,,
Medigun,Restore [heal]3 health|[gray](Reusable),1,attackself(-3); sfx(~_heal~); bonus(1000);,Regenerate,COUNTDOWN,7,GREEN,change_power,change_power,,,-1,YES,NO,,1,,,,,,,,,,,
